1	int_land	40	161	Oatza01	0	0	4	0	1201	0	0	0	0	0	1	25007
2	int_land	53	150	9jira	0	0	2	0	1201	0	0	0	0	0	1	25008
3	int_land	73	74	itaooo	0	0	1	0	1201	0	0	0	0	0	1	25009
4	int_land	73	74	ITao	0	1	1	0	1201	0	0	0	0	0	1	25008
5	int_land	73	74	Merchantss	0	1	1	0	1201	0	0	0	0	0	1	25008
6	izlude	114	148	SellOI	0	1	1	0	1201	0	0	0	0	0	1	25008
7	izlude	114	148	Sellitemssza	0	1	1	0	1201	0	0	0	0	0	1	25008
8	izlude	114	148	Sellmoney	0	1	1	0	1201	0	0	0	0	0	1	25008
9	izlude	114	148	Sellok	0	1	1	0	1201	0	0	0	0	0	1	25008
10	izlude	114	148	ZAZA22	0	1	1	0	1201	0	0	0	0	0	1	25008
11	izlude	114	148	GuidoK	0	1	1	0	1201	0	0	0	0	0	1	25008
12	izlude	114	148	Gado	0	1	1	0	1201	0	0	0	0	0	1	25008
13	izlude	114	148	KaDorChick	0	1	1	0	1201	0	0	0	0	0	1	25008
14	izlude	114	148	DOOJIm	0	1	1	0	1201	0	0	0	0	0	1	25008
15	izlude	114	148	D44D9	0	1	1	0	1201	0	0	0	0	0	1	25008
16	izlude	114	148	OKNO1	0	1	1	0	1201	0	0	0	0	0	1	25008
17	izlude	114	148	MaJip	0	1	1	0	1201	0	0	0	0	0	1	25008
18	izlude	114	148	Jeab	0	1	1	0	1201	0	0	0	0	0	1	25008
19	izlude	114	148	MABASA	0	1	1	0	1201	0	0	0	0	0	1	25008
20	izlude	114	148	OHMY	0	1	1	0	1201	0	0	0	0	0	1	25008
21	izlude	114	148	Hotdog	0	1	1	0	1201	0	0	0	0	0	1	25008
22	izlude	114	148	MOmotaro	0	1	1	0	1201	0	0	0	0	0	1	25008
23	izlude	114	148	AraiGu	0	0	1	0	1201	0	0	0	0	0	1	25008
24	izlude	161	160	Aiba	0	0	1	0	1201	0	0	0	0	0	1	25009
25	izlude	161	160	Shadow	0	0	1	0	1201	0	0	0	0	0	1	25009
26	izlude	161	160	1z2W	0	0	1	0	1201	0	0	0	0	0	1	25009
27	izlude	161	160	RRe	0	0	1	0	1201	0	0	0	0	0	1	25009
28	izlude	161	160	SSa	0	0	1	0	1201	0	0	0	0	0	1	25009
29	izlude	161	160	DDS	0	0	1	0	1201	0	0	0	0	0	1	25009
30	izlude	161	160	Maime	0	0	1	0	1201	0	0	0	0	0	1	25009
31	izlude	161	160	mom2	0	0	1	0	1201	0	0	0	0	0	1	25009
32	izlude	161	160	Dogs	0	0	1	0	1201	0	0	0	0	0	1	25009
33	izlude	161	160	ReadForDog	0	0	1	0	1201	0	0	0	0	0	1	25009
34	izlude	161	160	SellOLO	0	0	1	0	1201	0	0	0	0	0	1	25009
35	izlude	161	160	SellPotion	0	0	1	0	1201	0	0	0	0	0	1	25009
36	izlude	161	160	Meno9	0	0	1	0	1201	0	0	0	0	0	1	25009
37	izlude	161	160	meno1	0	0	1	0	1201	0	0	0	0	0	1	25009
38	izlude	161	160	memo1	0	0	1	0	1201	0	0	0	0	0	1	25009
39	izlude	161	160	CALLME	0	0	1	0	1201	0	0	0	0	0	1	25009
40	izlude	161	160	777CALL	0	0	1	0	1201	0	0	0	0	0	1	25009
41	izlude	161	160	-Izlude-	0	0	1	0	1201	0	0	0	0	0	1	25009
42	izlude	161	160	fordie	0	0	1	0	1201	0	0	0	0	0	1	25009
43	izlude	161	160	+is-me+	0	0	1	0	1201	0	0	0	0	0	1	25009
44	izlude	161	160	--sell--	0	0	1	0	1201	0	0	0	0	0	1	25009
45	izlude	161	160	--cashsop--	0	0	1	0	1201	0	0	0	0	0	1	25009
46	izlude	161	160	sellmes	0	0	1	0	1201	0	0	0	0	0	1	25009
47	izlude	161	160	goitem	0	0	1	0	1201	0	0	0	0	0	1	25009
48	izlude	161	160	sellitemza	0	0	1	0	1201	0	0	0	0	0	1	25009
49	izlude	161	160	merchant.	0	0	1	0	1201	0	0	0	0	0	1	25009
50	izlude	161	160	789sel	0	0	1	0	1201	0	0	0	0	0	1	25009
51	int_land	73	74	itaooo	0	0	4	0	1201	0	0	0	0	0	1	25010
52	int_land	82	58	asdwqeqwe	0	1	1	1	0	0	0	0	0	0	1	25010
