// Monsters Additional Database
//
// Structure of Database :
// ID,Sprite_Name,kROName,iROName,LV,HP,SP,EXP,JEXP,Range1,ATK1,ATK2,DEF,MDEF,STR,AGI,VIT,INT,DEX,LUK,Range2,Range3,Scale,Race,Element,Mode,Speed,aDelay,aMotion,dMotion,MEXP,MVP1id,MVP1per,MVP2id,MVP2per,MVP3id,MVP3per,Drop1id,Drop1per,Drop2id,Drop2per,Drop3id,Drop3per,Drop4id,Drop4per,Drop5id,Drop5per,Drop6id,Drop6per,Drop7id,Drop7per,Drop8id,Drop8per,Drop9id,Drop9per,DropCardid,DropCardper

// rAthena Dev Team
//1900,VALARIS,Valaris,Valaris,99,668000,0,107250,37895,2,3220,4040,35,45,1,152,96,85,120,95,10,10,2,6,67,0x1973,100,1068,768,576,13000,608,1000,750,400,923,3800,1466,200,2256,200,2607,800,714,500,617,3000,984,4300,985,5600,0,0,0,0,4147,1
//1901,VALARIS_WORSHIPPER,Valaris's Worshipper,Valaris's Worshipper,50,8578,0,2706,1480,1,487,590,15,25,1,75,55,1,93,45,10,12,0,6,27,0x1685,100,868,480,120,0,0,0,0,0,0,0,923,500,984,63,1464,2,607,50,610,100,503,300,2405,50,0,0,0,0,4129,1
//1902,MC_CAMERI,MC Cameri,MC Cameri,99,668000,0,107250,37895,2,3220,4040,35,45,1,152,96,85,120,95,10,10,2,6,67,0x1973,100,1068,768,576,13000,608,1000,750,400,923,3800,1466,200,2256,200,2607,800,714,500,617,3000,984,4300,985,5600,0,0,0,0,4147,1
//1903,POKI,Poki#3,Poki#3,99,1349000,0,4093000,1526000,9,4892,9113,22,35,1,180,39,67,193,130,10,12,1,7,64,0x1973,120,500,672,480,92100,603,5500,617,3000,1723,1000,1228,100,1236,500,617,2500,1234,75,1237,125,1722,250,1724,100,1720,50,0,0,0,0
//1904,SENTRY,Sentry,Sentry,99,668000,0,107250,37895,2,3220,4040,35,45,1,152,96,85,120,95,10,10,2,6,67,0x1973,100,1068,768,576,13000,608,1000,750,400,923,3800,1466,200,2256,200,2607,800,714,500,617,3000,984,4300,985,5600,0,0,0,0,4147,1

// Custom Hollow Poring (overrrides/collides with META_ANDRE)
//1237,HOLLOW_PORING,Hollow Poring,Hollow Poring,1,50,0,2,1,1,7,10,0,5,1,1,1,0,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,909,7000,1202,100,938,400,512,1000,713,1500,512,150,619,20,0,0,0,0,4001,10
// Custom Fire Poring. Warning, Colides with META_DENIRO
//1239,FIRE_PORING,Fire Poring,Fire Poring,1,50,0,2,1,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x131,400,1872,672,480,0,0,0,0,0,0,0,909,7000,1202,100,938,400,512,1000,713,1500,741,5,619,20,0,0,0,0,4001,20

// Lunar New Year 2008 Event Monster overrides
// Uncomment if event is enabled, as these drops modifications are nessecary.
//1145,MARTIN,Martin,Martin,18,1109,0,134,86,1,52,63,0,5,12,18,30,15,15,5,10,12,0,2,42,0x81,300,1480,480,480,0,0,0,0,0,0,0,1017,9000,1018,500,1251,10,2225,5,5009,1,10010,10,2224,15,7869,1500,0,0,4046,1
//1175,TAROU,Tarou,Tarou,11,284,0,57,28,1,34,45,0,0,1,20,11,10,24,5,10,12,0,2,27,0x91,150,1744,1044,684,0,0,0,0,0,0,0,1016,9000,919,3000,949,800,528,1000,701,2,7869,2500,0,0,0,0,0,0,4028,1
//1209,CRAMP,Cramp,Cramp,56,4720,0,2300,1513,1,395,465,0,5,1,85,35,5,65,60,10,12,0,2,45,0x3095,100,1000,500,1000,0,0,0,0,0,0,0,7007,4656,528,1000,726,80,746,110,568,250,510,70,984,95,7869,1500,0,0,4296,1

// iRO St. Patricks Day 2008 Event Monster overrides
// Uncomment if event is enabled, as these drops modifications are nessecary.
//1841,G_SNAKE_,Snake Lord's Minon,Snake Lord's Minon,15,471,0,72,48,1,46,55,0,0,1,15,15,10,35,5,10,12,1,2,22,0x81,200,1576,576,576,0,0,0,0,0,0,0,7915,1000,7916,100,7720,30,12715,7,0,0,0,0,0,0,0,0,0,0,0,0
//1842,G_ANACONDAQ_,Snake Lord's Minon,Snake Lord's Minon,23,1109,0,300,149,1,124,157,0,0,1,23,28,10,36,5,10,12,1,2,25,0x91,200,1576,576,576,0,0,0,0,0,0,0,7915,1000,7916,100,7720,30,12715,7,0,0,0,0,0,0,0,0,0,0,0,0
//1843,SIDE_WINDER_,Snake Lord's Minon,Snake Lord's Minon,43,4929,0,1996,993,1,240,320,5,10,38,43,40,15,115,20,10,12,1,2,25,0x3095,200,1576,576,576,0,0,0,0,0,0,0,7915,1000,7916,100,7720,30,12715,7,0,0,0,0,0,0,0,0,0,0,0,0
//1844,G_ISIS_,Snake Lord's Minon,Snake Lord's Minon,47,7003,0,3709,1550,1,423,507,10,35,38,65,43,50,66,15,10,12,2,6,27,0x3195,200,1384,768,336,0,0,0,0,0,0,0,7915,1000,7916,100,7720,30,12715,8,0,0,0,0,0,0,0,0,0,0,0,0

// iRO Christmas 2008 Event
// Uncomment if event is enabled, as these drops modifications are nessecary.
//1244,JAKK_XMAS,Christmas Jakk,Christmas Jakk,38,3581,0,1113,688,1,315,382,5,30,1,38,38,43,75,45,10,12,1,0,43,0x81,200,1180,480,648,0,0,0,0,0,0,0,529,1000,530,1000,14546,1000,14550,1000,7174,1000,7175,1000,6092,1000,12355,1250,0,0,0,0
//1245,GOBLINE_XMAS,Christmas Goblin,Christmas Goblin,25,1176,0,282,171,1,118,140,10,5,1,53,25,20,38,45,10,12,1,7,24,0x81,100,1120,620,240,0,0,0,0,0,0,0,529,1000,530,1000,14546,1000,14550,1000,7174,1000,7175,1000,6092,1000,12355,1250,0,0,0,0
//1246,COOKIE_XMAS,Christmas Cookie,Christmas Cookie,28,2090,0,461,284,1,140,170,0,50,1,24,30,53,45,100,10,12,0,7,46,0x91,400,1248,1248,240,0,0,0,0,0,0,0,529,1000,530,1000,14546,1000,14550,1000,7174,1000,7175,1000,6092,1000,12355,1250,0,0,0,0
//1247,ANTONIO,Antonio,Antonio,10,10,0,3,2,1,13,20,100,0,1,1,1,50,100,100,10,12,1,3,66,0xC1,100,720,720,432,0,0,0,0,0,0,0,604,500,12354,500,14550,500,5136,500,12132,500,12225,500,5811,500,0,0,0,0,4243,1

// iRO Halloween 2009 Event
// Uncomment if event is enabled. Uncomment the skills for Halloween Whisper in mob_skill_db2.
//3014,HALLOWEEN_WHISPER,Halloween Whisper,Halloween Whisper,1,800,0,0,0,1,10,13,0,45,1,51,14,0,60,0,10,12,0,6,68,0x81,150,1960,960,504,0,0,0,0,0,0,0,12396,150,6299,5335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//3015,HALLOWEEN_DARK_LORD,Halloween Dark Lord,Halloween Dark Lord,1,45,0,0,0,1,10,13,0,45,1,51,14,0,60,0,10,12,2,6,89,0x81,100,868,768,480,0,0,0,0,0,0,0,12396,800,12397,5335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

// iRO Halloween 2008 Event
// Uncomment if event is enabled.
//3000,ZOMBIE,Zombie,Zombie,15,534,0,50,33,1,67,79,0,10,1,8,7,0,15,0,10,12,1,1,29,0x3885,400,2612,912,288,0,0,0,0,0,0,0,957,9000,724,5,938,1000,958,50,727,70,0,0,0,0,0,0,0,0,4038,1
//3001,GHOUL,Ghoul,Ghoul,40,5418,0,1088,622,1,420,500,5,20,1,20,29,0,45,20,10,12,1,1,49,0x3885,250,2456,912,504,0,0,0,0,0,0,0,958,6000,756,110,509,700,511,800,2609,60,934,150,1260,1,0,0,0,0,4110,1
//3002,ZOMBIE_MASTER,Zombie Master,Zombie Master,62,14211,0,7610,2826,1,824,1084,37,26,25,20,30,5,77,35,10,12,1,1,29,0x3695,175,2612,912,288,0,0,0,0,0,0,0,7071,4413,938,1500,958,1500,723,200,727,100,1260,1,2324,2,0,0,0,0,4274,1

//FakePlayer
25000,fk_aprendiz,fk_aprendiz,fk_aprendiz,9,25000,500,0,0,1,30,150,120,120,1,10,86,49,50,5,10,12,1,6,63,33566871,170,200,600,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25001,fk_sinx,fk_sinx,fk_sinx,140,2500,1,10329,6846,1,3055,1171,122,12,145,87,59,67,127,76,10,12,1,6,85,0x2003095,180,76,384,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25002,fk_ferreiro,fk_ferreiro,fk_ferreiro,142,348100,1,10854,7241,1,2762,1282,131,10,138,79,62,53,82,48,10,12,1,7,81,0x3095,180,76,384,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25003,fk_priest,fk_priest,fk_priest,140,220800,1,9895,7421,1,1277,3554,108,93,126,74,71,123,99,65,10,12,1,7,66,12951,180,1152,384,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25004,fk_sniper,fk_sniper,fk_sniper,141,190255,1,10103,7577,14,3737,1248,76,15,121,126,67,80,165,42,10,12,1,7,64,0x3095,180,76,384,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25005,fk_mago,fk_mago,fk_mago,141,250,1,9207,6905,1,1089,3123,77,74,108,78,55,144,139,49,10,12,1,7,68,0x3295,150,1152,384,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0


// Abyss Glast Heim
20367,RAYDRIC_H,Contaminated Raydric,Contaminated Raydric,185,2372683,1,207609,145326,1,5720,6680,494,101,129,87,56,32,76,27,10,12,1,7,67,0x3095,150,824,780,420,0,0,0,0,0,0,0,25730,5,26016,1,1004,500,7054,505,0,0,0,0,0,0,0,0,0,0,27354,1
20368,RAYDRIC_ARCHER_H,Contaminated Raydric Archer,Contaminated Raydric Archer,184,2355718,1,197881,138516,1,1081,96,412,101,53,24,40,15,112,30,10,12,2,7,67,0x3095,150,1152,1152,480,0,0,0,0,0,0,0,1764,500,7054,4850,25730,5,0,0,0,0,0,0,0,0,0,0,0,0,27355,1
20369,GARGOYLE_H,Frozen Gargoyle,Frozen Gargoyle,186,2377139,1,216321,151424,9,3830,4720,333,105,100,61,60,57,100,70,10,12,1,6,61,0x2002085,200,1020,720,480,0,0,0,0,0,0,0,912,250,1039,200,1769,100,25730,5,1769,1000,0,0,0,0,0,0,0,0,27356,1
20370,STING_H,Contaminated Sting,Contaminated Sting,180,2297907,1,160854,112597,1,3055,3390,276,100,108,49,68,34,99,24,10,12,1,0,62,0x3695,300,528,500,240,0,0,0,0,0,0,0,7004,4850,1756,1500,0,0,1003,130,997,25,25730,5,6213,800,0,0,0,0,27357,1
20371,RAGGED_ZOMBIE_H,Prison Breaker,Prison Breaker,186,2375279,1,216151,151305,9,4050,4700,297,105,81,50,64,56,127,23,10,12,1,1,49,0x3695,150,1960,576,420,0,0,0,0,0,0,0,7752,3000,2424,15,934,1500,932,4500,2703,2,13107,10,6223,150,2887,100,28619,1,27358,1
20379,ICE_GHOST_H,Ice Ghost,Ice Ghost,189,2418315,1,228531,159972,2,2600,1750,64,51,62,27,25,55,85,20,10,12,1,6,61,0x2003695,150,1056,1056,480,0,0,0,0,0,0,0,912,4559,932,6000,7005,500,0,0,1611,8,996,100,1615,1,26139,1,25730,1,27359,1
20380,FLAME_GHOST_H,Flame Ghost,Flame Ghost,189,2410282,1,227772,159440,2,2600,1650,237,118,62,27,25,55,85,20,10,12,1,6,63,0x2003695,150,1056,1056,480,0,0,0,0,0,0,0,912,4559,932,6000,7005,500,693,100,1611,8,996,100,1615,1,26138,1,25730,5,27360,1
20420,WANDER_MAN_H,Contaminated Wanderer,Contaminated Wanderer,187,2387582,1,236908,165836,2,7110,8160,289,102,118,92,36,15,107,33,10,12,1,6,44,33556613,100,672,500,480,0,0,0,0,0,0,0,7005,100,616,1,21039,1,610,10,25730,5,0,0,0,0,0,0,0,0,27361,1
//20421,BRINARANEA_H,Brinaranea,Brinaranea,195,74530159,0,1014661,710262,3,6904,2500,285,112,135,135,12,72,220,91,10,11,2,6,67,69743253,150,620,384,480,507330,607,50,0,0,0,0,1025,500,25729,1,25731,1,607,100,0,0,0,0,0,0,0,0,0,0,0,0
//20422,DARK_LORD_H,Contaminated Dark Lord,Contaminated Dark Lord,194,74289189,1,1071360,837000,2,6117,3333,503,134,118,136,154,142,161,66,10,12,2,1,89,0x6283695,100,868,768,480,535680,7005,6000,5093,500,617,2000,25731,1,0,0,2049,500,25729,1,607,100,985,5141,7005,100,0,0,0,0,0,0

// Magma Dungeon F3
20372,BLAZZER_H,Rigid Blazer,Rigid Blazer,178,1522580,0,138416,96891,2,2864,2330,397,70,97,96,73,131,131,67,10,12,1,6,40,33566869,180,1732,1332,480,0,0,0,0,0,0,0,7097,100,7098,50,509,200,25728,5,15378,1,15379,1,0,0,0,0,0,0,27353,1
20373,NIGHTMARE_TERROR_H,Rigid Nightmare Terror,Rigid Nightmare Terror,179,1523377,0,138489,96942,2,2434,3251,242,75,81,149,21,186,129,61,10,12,2,6,67,33568901,165,1216,816,480,0,0,0,0,0,0,0,7120,150,505,100,510,200,15380,1,22199,1,25728,5,0,0,0,0,0,0,27352,1
20374,DELETER1_H,Rigid Sky Deleter,Rigid Sky Deleter,174,1486915,0,135174,94622,2,3317,1396,363,64,116,109,63,76,119,47,10,12,1,9,40,12429,175,1020,720,480,0,0,0,0,0,0,0,7123,250,1035,300,1037,300,1036,250,25728,5,22200,1,0,0,0,0,0,0,27351,1
20375,DELETER2_H,Rigid Earth Deleter,Rigid Earth Deleter,173,1478369,0,134397,94078,2,3299,1724,362,66,116,137,63,97,126,29,10,12,1,9,40,12429,175,1024,624,480,0,0,0,0,0,0,0,7123,250,1035,200,1037,125,1036,100,22201,1,25728,5,0,0,0,0,0,0,27350,1
20376,EXPLOSION_H,Rigid Explosion,Rigid Explosion,171,1457859,0,132533,92773,2,2542,2322,288,68,89,117,39,136,97,69,10,12,0,2,40,14469,165,1260,960,480,0,0,0,0,0,0,0,7006,300,7097,100,7122,100,25728,5,522,125,20935,1,0,0,0,0,0,0,27349,1
20377,KAHO_H,Rigid Kaho,Rigid Kaho,173,1473468,0,133952,93766,2,2760,2555,260,70,96,130,29,149,112,51,10,12,1,0,47,33568901,150,1700,1000,480,0,0,0,0,0,0,0,994,200,1003,250,7097,200,25728,5,716,300,970,125,20936,1,0,0,0,0,27347,1
20378,LAVA_GOLEM_H,Rigid Lava Golem,Rigid Lava Golem,177,1529661,0,139060,97342,2,3510,1419,714,63,121,67,179,76,97,45,10,12,0,0,20,12437,400,2040,2190,480,0,0,0,0,0,0,0,7096,125,7097,100,509,300,6245,100,20937,1,25728,5,0,0,0,0,0,0,27348,1
20419,MUSPELLSKOLL_H,Rigid Muspellskoll,Rigid Muspellskoll,188,48530254,0,9706050,6794235,2,6583,3438,791,331,219,132,201,188,177,66,10,12,2,6,63,103298197,150,420,384,480,494377,607,50,7096,3,0,0,25729,20,25731,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

//- Odin Past
20604,ANGELGOLT_MJ,Angelgiold,Angelgiold,191,3810950,0,5067900,4580900,1,5814,8562,145,145,120,200,65,256,225,75,10,12,0,8,46,102772885,160,790,1000,500,0,0,0,0,0,0,0,7063,1500,7511,250,25767,30,300008,0,12040,150,0,0,0,0,0,0,0,0,0,0
20605,ANGELGOLT2_MJ,Angelgiold,Angelgiold,191,3810950,0,5067900,4580900,1,5814,8263,145,145,155,158,65,256,225,75,10,12,0,8,86,102772885,160,790,1000,500,0,0,0,0,0,0,0,7063,1500,7511,250,25767,30,0,0,0,0,0,0,0,0,0,0,0,0,300008,0
